
Training the model in NVIDIA GeForce RTX 3060
Training Data:  1881 images
Validation Data:  807 images
----------- MODEL: baseline --------------
----------- TRAINING START 13_03_2022_19_11_50 --------------


EPOCH 32  TEST: 100% 26/26 [00:01<00:00, 19.64it/s, acc=0.781, loss=1.84]

EPOCH 33 TRAIN: 100% 59/59 [00:04<00:00, 12.69it/s, acc=0.742, loss=0.703]
EPOCH 33  TEST:  85% 22/26 [00:01<00:00, 19.23it/s, acc=0.819, loss=0.34]
EPOCH 33  TEST: 100% 26/26 [00:01<00:00, 19.23it/s, acc=0.815, loss=1.95]

EPOCH 34 TRAIN: 100% 59/59 [00:04<00:00, 13.29it/s, acc=0.742, loss=0.507]
EPOCH 34  TEST: 100% 26/26 [00:01<00:00, 19.12it/s, acc=0.799, loss=1.67]


EPOCH 35 TRAIN: 100% 59/59 [00:04<00:00, 13.04it/s, acc=0.73, loss=0.852]
EPOCH 35  TEST: 100% 26/26 [00:01<00:00, 20.49it/s, acc=0.768, loss=2.3]


EPOCH 36 TRAIN: 100% 59/59 [00:04<00:00, 12.74it/s, acc=0.751, loss=1.37]
EPOCH 36  TEST: 100% 26/26 [00:01<00:00, 19.97it/s, acc=0.799, loss=1.52]


EPOCH 37 TRAIN: 100% 59/59 [00:04<00:00, 12.56it/s, acc=0.744, loss=0.481]
EPOCH 37  TEST: 100% 26/26 [00:01<00:00, 18.73it/s, acc=0.804, loss=1.59]

EPOCH 38 TRAIN: 100% 59/59 [00:04<00:00, 13.25it/s, acc=0.762, loss=1.3]
EPOCH 38  TEST:   0% 0/26 [00:00<?, ?it/s]
EPOCH 38  TEST: 100% 26/26 [00:01<00:00, 20.36it/s, acc=0.819, loss=1.45]

EPOCH 39 TRAIN: 100% 59/59 [00:04<00:00, 13.29it/s, acc=0.752, loss=0.535]
EPOCH 39  TEST: 100% 26/26 [00:01<00:00, 20.42it/s, acc=0.791, loss=1.86]

EPOCH 40 TRAIN: 100% 59/59 [00:04<00:00, 13.08it/s, acc=0.767, loss=0.43]
EPOCH 40  TEST: 100% 26/26 [00:01<00:00, 20.32it/s, acc=0.812, loss=1.49]

EPOCH 41 TRAIN: 100% 59/59 [00:04<00:00, 13.16it/s, acc=0.758, loss=0.632]
EPOCH 41  TEST: 100% 26/26 [00:01<00:00, 19.80it/s, acc=0.781, loss=1.83]

EPOCH 42 TRAIN: 100% 59/59 [00:04<00:00, 12.97it/s, acc=0.764, loss=0.511]
EPOCH 42  TEST: 100% 26/26 [00:01<00:00, 20.15it/s, acc=0.812, loss=1.52]

EPOCH 43 TRAIN: 100% 59/59 [00:04<00:00, 13.19it/s, acc=0.742, loss=0.402]
EPOCH 43  TEST: 100% 26/26 [00:01<00:00, 19.41it/s, acc=0.809, loss=0.93]

EPOCH 44 TRAIN: 100% 59/59 [00:04<00:00, 13.04it/s, acc=0.768, loss=0.692]
EPOCH 44  TEST: 100% 26/26 [00:01<00:00, 20.28it/s, acc=0.807, loss=1.41]


EPOCH 45 TRAIN: 100% 59/59 [00:04<00:00, 13.27it/s, acc=0.765, loss=0.632]
EPOCH 45  TEST: 100% 26/26 [00:01<00:00, 20.51it/s, acc=0.789, loss=1.16]


EPOCH 46 TRAIN: 100% 59/59 [00:04<00:00, 13.08it/s, acc=0.777, loss=0.654]
EPOCH 46  TEST: 100% 26/26 [00:01<00:00, 19.34it/s, acc=0.814, loss=1.08]

EPOCH 47 TRAIN: 100% 59/59 [00:04<00:00, 12.79it/s, acc=0.76, loss=0.465]
EPOCH 47  TEST: 100% 26/26 [00:01<00:00, 19.60it/s, acc=0.817, loss=1.51]

EPOCH 48 TRAIN: 100% 59/59 [00:04<00:00, 13.47it/s, acc=0.766, loss=0.637]
EPOCH 48  TEST: 100% 26/26 [00:01<00:00, 19.95it/s, acc=0.812, loss=1.8]

EPOCH 49 TRAIN: 100% 59/59 [00:04<00:00, 13.12it/s, acc=0.753, loss=0.336]
EPOCH 49  TEST: 100% 26/26 [00:01<00:00, 19.95it/s, acc=0.804, loss=1.04]
EPOCH 50 TRAIN:  71% 42/59 [00:03<00:01, 13.31it/s, acc=0.775, loss=0.531]
EPOCH 50  TEST:  62% 16/26 [00:00<00:00, 19.83it/s, acc=0.73, loss=0.85]
EPOCH 51 TRAIN:  34% 20/59 [00:01<00:02, 13.54it/s, acc=0.772, loss=0.541]
EPOCH 51 TRAIN:  81% 48/59 [00:03<00:00, 13.58it/s, acc=0.772, loss=0.566]
EPOCH 51  TEST:  96% 25/26 [00:01<00:00, 20.27it/s, acc=0.787, loss=1.04]
EPOCH 52 TRAIN:  44% 26/59 [00:01<00:02, 13.50it/s, acc=0.755, loss=0.863]
EPOCH 52 TRAIN:  88% 52/59 [00:03<00:00, 13.31it/s, acc=0.758, loss=0.645]
EPOCH 53 TRAIN:   7% 4/59 [00:00<00:04, 13.36it/s, acc=0.719, loss=0.539]
EPOCH 53 TRAIN:  41% 24/59 [00:01<00:02, 13.32it/s, acc=0.759, loss=0.494]
EPOCH 53 TRAIN:  85% 50/59 [00:03<00:00, 13.10it/s, acc=0.774, loss=0.827]
EPOCH 54 TRAIN:   0% 0/59 [00:00<?, ?it/s, acc=0.688, loss=0.786]ss=1.04]
EPOCH 54 TRAIN:  44% 26/59 [00:02<00:02, 13.16it/s, acc=0.765, loss=0.489]
EPOCH 54 TRAIN:  92% 54/59 [00:04<00:00, 13.18it/s, acc=0.773, loss=0.579]
EPOCH 55 TRAIN:   7% 4/59 [00:00<00:04, 12.42it/s, acc=0.797, loss=0.71]
EPOCH 55 TRAIN:  51% 30/59 [00:02<00:02, 12.75it/s, acc=0.77, loss=0.701]
EPOCH 55 TRAIN:  95% 56/59 [00:04<00:00, 13.25it/s, acc=0.777, loss=0.708]
EPOCH 55 TRAIN:  95% 56/59 [00:04<00:00, 13.25it/s, acc=0.777, loss=0.708]
EPOCH 56 TRAIN:  10% 6/59 [00:00<00:03, 13.37it/s, acc=0.786, loss=0.518]
EPOCH 56 TRAIN:  54% 32/59 [00:02<00:02, 13.19it/s, acc=0.777, loss=0.552]
EPOCH 56  TEST:   8% 2/26 [00:00<00:01, 18.22it/s, acc=0.734, loss=0.692]
EPOCH 57 TRAIN:  17% 10/59 [00:00<00:03, 13.34it/s, acc=0.797, loss=0.479]
EPOCH 57 TRAIN:  61% 36/59 [00:02<00:01, 13.21it/s, acc=0.804, loss=0.332]
EPOCH 57  TEST:  23% 6/26 [00:00<00:01, 19.41it/s, acc=0.812, loss=0.361]]
